Date	Chrome(3544246)	Mobile_Safari(3366834)	Firefox(3116963)	Chrome_Mobile(1609034)	Samsung_Internet(982590)	Safari(844819)	IE(740226)	Edge(645279)	Firefox_Mobile(218673)	Opera(179716)	Chrome_Mobile_WebView(55558)	Android(39740)	Amazon_Silk(22529)	Opera_Mobile(20330)	Edge_Mobile(17179)	IE_Mobile(13570)	Yandex_Browser(11331)	Vivaldi(9442)	Chromium(7789)	Mobile_Safari_UI/WKWebView(7375)	Chrome_Mobile_iOS(6767)	Pale_Moon(6589)	Coc_Coc(4954)	Iron(4236)	SeaMonkey(3895)	Maxthon(3693)	UC_Browser(2701)	BlackBerry_WebKit(2395)	agent_error(1791)	Firefox_iOS(1461)	Dragon(1203)	Puffin(985)	Facebook(808)	Sogou_Explorer(778)	HeadlessChrome(764)	Other(730)	Thunderbird(396)	Opera_Mini(386)	PhantomJS(341)	Apple_Mail(330)	QQ_Browser(282)	Mail.ru_Chromium_Browser(206)	Crosswalk(183)	MobileIron(178)	Seznam_prohle(172)	Opera_Neon(159)	Googlebot(154)	K-Meleon(147)	QQ_Browser_Mobile(113)	Iceweasel(102)	Epiphany(93)	QupZilla(92)	Konqueror(90)	Midori(63)	YandexAntivirus(49)	Avant(37)	AppEngine-Google(35)	Netscape(34)	Sleipnir(18)	Lunascape(17)	YandexSearch(16)	AOL(14)	YandexMobileBot(12)	WebKit_Nightly(11)	Nokia_Browser(10)	Opera_Coast(8)	Pinterest(8)	ThunderBrowse(8)	iCab(8)	Electron(7)	HbbTV(7)	Otter(7)	Mediapartners-Google(6)	webOS_Browser(4)	Lynx(3)	Conkeror(2)	Outlook-iOS(2)	Crazy_Browser(1)	Dolfin(1)	NSPlayer(1)	YandexBot(1)	Zune(1)	
2018-3-9	0.821	0.553	0.634	0.445	0.571	0.526	0.000	0.661	0.364	0.741	0.604	0.000	0.565	0.088	0.000	0.000	0.875	0.889	0.790	0.659	0.611	0.000	0.857	0.545	0.467	0.676	0.400	0.000	0.000	1.000	0.000	1.000	0.000	0.857	1.000	1.000	0.667	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-10	0.805	0.596	0.621	0.489	0.599	0.494	0.000	0.682	0.352	0.757	0.581	0.000	0.612	0.066	0.000	0.000	0.989	0.910	0.188	0.800	0.721	0.000	0.826	0.750	0.500	0.611	0.333	0.000	0.000	0.875	0.000	1.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-11	0.758	0.580	0.589	0.529	0.560	0.468	0.000	0.647	0.310	0.794	0.557	0.007	0.595	0.113	0.000	0.000	0.814	0.688	0.840	0.750	0.900	0.000	0.725	1.000	0.214	0.294	0.500	0.000	0.000	0.727	0.000	0.750	0.750	0.000	0.800	0.500	1.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-12	0.577	0.299	0.359	0.298	0.297	0.325	0.000	0.305	0.197	0.462	0.247	0.009	0.246	0.069	0.000	0.000	0.400	0.544	0.561	0.188	0.741	0.500	0.500	0.812	0.222	0.725	0.000	0.000	0.000	0.000	1.000	0.125	0.333	0.000	0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-13	0.652	0.335	0.434	0.296	0.318	0.401	0.000	0.446	0.218	0.569	0.263	0.014	0.392	0.054	0.000	0.000	0.440	0.857	0.525	0.478	0.628	0.000	0.562	0.833	0.133	0.722	0.375	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.727	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.625	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-14	0.686	0.438	0.510	0.417	0.431	0.465	0.000	0.550	0.255	0.539	0.410	0.000	0.507	0.058	0.000	0.000	0.694	0.785	0.855	0.138	0.667	0.000	0.712	0.091	0.500	0.412	0.750	0.000	0.000	0.300	0.000	0.600	0.450	0.000	0.684	0.000	0.500	0.000	0.000	0.000	0.000	0.778	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-15	0.712	0.433	0.517	0.409	0.408	0.477	0.000	0.507	0.274	0.529	0.387	0.000	0.400	0.075	0.000	0.000	0.614	0.699	0.553	0.250	0.600	1.000	0.833	0.600	0.167	0.231	0.444	0.000	0.000	0.333	0.700	0.000	0.364	0.000	1.000	0.000	0.000	0.000	0.000	0.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-16	0.703	0.419	0.488	0.413	0.402	0.414	0.000	0.477	0.289	0.625	0.435	0.000	0.464	0.154	0.000	0.000	0.676	0.679	0.744	0.294	0.815	0.286	0.860	0.762	0.389	0.444	1.000	0.000	0.000	0.667	0.000	0.786	0.062	1.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-17	0.683	0.450	0.456	0.437	0.449	0.347	0.000	0.533	0.246	0.512	0.407	0.000	0.518	0.036	0.000	0.000	0.826	0.917	0.852	0.194	0.567	1.000	0.967	0.571	0.552	0.250	0.909	0.000	0.000	1.000	0.000	0.586	0.000	0.000	0.778	0.500	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-18	0.571	0.330	0.346	0.331	0.335	0.243	0.000	0.387	0.226	0.361	0.272	0.014	0.307	0.064	0.000	0.000	0.444	0.455	0.538	0.171	0.263	0.000	0.769	0.444	0.533	0.034	0.400	0.000	0.000	0.524	0.000	0.455	0.400	0.000	0.333	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-19	0.576	0.282	0.359	0.282	0.272	0.326	0.000	0.306	0.185	0.376	0.221	0.024	0.248	0.104	0.000	0.000	0.633	0.620	0.600	0.353	0.429	0.250	0.807	0.544	0.214	0.111	0.321	0.000	0.000	0.471	0.000	0.000	0.000	0.000	0.769	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-20	0.593	0.277	0.398	0.284	0.269	0.340	0.000	0.333	0.193	0.431	0.226	0.000	0.287	0.000	0.000	0.000	0.611	0.320	0.577	0.158	0.652	1.000	0.600	0.536	0.111	0.143	0.316	0.000	0.000	0.000	0.000	0.250	0.667	1.000	0.476	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-21	0.547	0.236	0.386	0.250	0.271	0.305	0.000	0.326	0.172	0.419	0.201	0.000	0.171	0.019	0.000	0.000	0.524	0.798	0.602	0.214	0.308	0.000	0.526	0.567	0.143	0.083	0.314	0.000	0.000	0.600	0.000	0.600	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.500	0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-22	0.649	0.329	0.448	0.336	0.321	0.348	0.001	0.377	0.229	0.416	0.261	0.000	0.446	0.000	0.000	0.000	0.750	0.312	0.455	0.395	0.697	0.000	0.618	0.638	0.174	0.231	0.444	0.000	0.000	0.000	0.000	0.222	0.273	0.500	0.375	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.286	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-23	0.667	0.330	0.436	0.321	0.307	0.334	0.000	0.407	0.213	0.526	0.257	0.000	0.333	0.000	0.000	0.000	0.770	0.903	0.349	0.000	0.361	0.000	0.773	0.722	0.695	0.200	0.000	0.000	0.000	0.375	0.571	0.250	0.450	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.500	0.750	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-24	0.722	0.495	0.535	0.460	0.463	0.437	0.000	0.593	0.262	0.642	0.363	0.031	0.494	0.056	0.000	0.000	0.802	0.911	0.703	0.826	0.577	0.000	0.807	0.750	0.429	0.000	0.571	0.000	0.000	0.000	0.800	0.750	0.667	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-25	0.671	0.434	0.434	0.408	0.418	0.315	0.000	0.534	0.257	0.676	0.309	0.000	0.413	0.050	0.000	0.000	0.748	0.867	0.603	0.526	0.611	0.000	0.790	0.425	0.632	0.300	0.875	0.000	0.000	0.000	0.500	0.333	0.500	0.000	1.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-26	0.642	0.334	0.464	0.326	0.301	0.374	0.000	0.387	0.203	0.486	0.281	0.000	0.330	0.016	0.000	0.000	0.677	0.305	0.648	0.696	0.917	0.571	0.630	0.823	0.455	0.444	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.733	0.286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.556	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-27	0.591	0.303	0.396	0.302	0.299	0.331	0.000	0.376	0.212	0.663	0.263	0.000	0.331	0.091	0.000	0.000	0.679	0.429	0.591	0.364	0.533	0.444	0.703	0.694	0.000	0.286	0.161	0.000	0.000	0.333	0.000	0.000	0.000	0.750	0.000	0.100	0.038	0.000	0.000	0.000	0.000	0.000	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-28	0.549	0.161	0.401	0.196	0.199	0.288	0.000	0.241	0.166	0.358	0.189	0.006	0.150	0.032	0.000	0.000	0.626	0.182	0.576	0.304	0.068	0.200	0.711	0.413	0.286	0.333	0.727	0.000	0.000	0.000	0.200	0.286	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.000	0.833	0.000	0.000	0.000	0.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-29	0.528	0.198	0.366	0.227	0.232	0.254	0.000	0.261	0.159	0.372	0.145	0.000	0.216	0.045	0.000	0.000	0.505	0.513	0.677	0.353	0.542	0.059	0.689	0.392	0.345	0.000	0.647	0.000	0.000	0.250	0.000	0.250	0.600	0.000	0.000	0.407	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-30	0.621	0.315	0.414	0.344	0.300	0.363	0.000	0.537	0.184	0.484	0.356	0.000	0.378	0.062	0.000	0.000	0.593	0.857	0.893	0.455	0.595	0.355	0.789	0.571	0.125	0.036	0.783	0.000	0.000	0.667	0.000	0.692	0.000	0.000	0.000	0.000	0.250	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-3-31	0.748	0.518	0.514	0.499	0.497	0.455	0.000	0.587	0.276	0.717	0.523	0.000	0.522	0.031	0.000	0.000	0.765	0.947	0.911	0.400	0.667	0.667	0.851	0.667	0.500	0.375	0.727	0.000	0.000	0.000	0.000	1.000	0.000	0.857	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-1	0.771	0.538	0.614	0.545	0.516	0.423	0.000	0.620	0.329	0.631	0.431	0.000	0.714	0.076	0.000	0.000	0.597	0.912	0.773	0.862	0.800	0.929	0.915	0.857	0.444	0.333	0.857	0.000	0.000	0.846	0.000	0.867	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-2	0.444	0.100	0.462	0.147	0.133	0.209	0.000	0.163	0.132	0.286	0.111	0.000	0.042	0.000	0.000	0.000	0.434	0.481	0.455	0.119	0.610	0.041	0.472	0.318	0.294	0.000	0.111	0.000	0.000	0.667	0.000	0.143	0.000	0.963	0.147	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-3	0.458	0.138	0.398	0.164	0.187	0.243	0.000	0.176	0.150	0.419	0.092	0.000	0.117	0.029	0.000	0.000	0.487	0.900	0.444	0.357	0.413	0.000	0.327	0.253	0.000	0.067	0.292	0.000	0.000	0.000	0.000	0.000	0.000	0.778	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-4	0.562	0.242	0.538	0.254	0.251	0.311	0.000	0.323	0.171	0.463	0.155	0.013	0.265	0.022	0.000	0.000	0.656	0.211	0.637	0.000	0.767	0.000	0.567	0.296	0.409	0.125	0.545	0.000	0.000	0.000	0.160	0.000	1.000	0.600	0.000	0.300	0.000	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-5	0.544	0.382	0.475	0.359	0.374	0.271	0.000	0.370	0.250	0.478	0.324	0.006	0.322	0.022	0.000	0.000	0.568	0.467	0.438	0.667	0.227	0.000	0.731	0.475	0.615	0.588	0.143	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.667	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-6	0.437	0.455	0.342	0.449	0.443	0.220	0.000	0.446	0.273	0.522	0.429	0.000	0.441	0.129	0.000	0.000	0.364	0.375	0.600	0.364	0.333	0.000	0.000	0.480	0.214	0.000	0.250	0.000	0.000	0.250	0.000	0.375	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-7	0.535	0.562	0.407	0.518	0.535	0.241	0.000	0.550	0.278	0.512	0.455	0.000	0.644	0.000	0.000	0.000	0.200	0.625	0.500	0.412	0.400	0.000	0.000	0.500	0.375	0.083	0.500	0.000	0.000	0.250	0.000	1.000	0.000	0.000	0.833	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-8	0.171	0.199	0.132	0.185	0.197	0.091	0.000	0.180	0.123	0.135	0.164	0.011	0.209	0.020	0.000	0.000	0.083	0.158	0.200	0.043	0.571	0.000	0.000	0.250	0.000	0.000	0.286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-9	0.114	0.139	0.105	0.153	0.150	0.054	0.000	0.114	0.084	0.154	0.147	0.000	0.213	0.055	0.000	0.000	0.000	0.400	0.000	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-10	0.114	0.131	0.098	0.160	0.158	0.064	0.000	0.127	0.106	0.109	0.127	0.000	0.208	0.021	0.000	0.000	0.333	0.143	0.444	0.108	0.250	0.000	0.000	0.000	0.042	0.250	0.000	0.000	0.000	0.000	0.125	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-11	0.067	0.066	0.053	0.110	0.109	0.046	0.000	0.068	0.071	0.074	0.081	0.009	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-12	0.187	0.237	0.156	0.227	0.228	0.108	0.000	0.208	0.162	0.234	0.200	0.017	0.222	0.051	0.000	0.000	0.200	0.250	0.333	0.045	0.000	0.000	0.000	0.071	0.261	0.273	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-13	0.209	0.231	0.158	0.235	0.245	0.121	0.000	0.197	0.150	0.169	0.210	0.006	0.200	0.000	0.000	0.000	0.125	0.206	0.125	0.167	0.000	0.000	0.000	0.100	0.250	0.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-14	0.168	0.196	0.136	0.201	0.194	0.088	0.000	0.190	0.131	0.152	0.187	0.000	0.108	0.065	0.000	0.000	0.000	0.333	0.250	0.043	0.500	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-15	0.190	0.156	0.153	0.161	0.176	0.082	0.000	0.151	0.119	0.148	0.090	0.000	0.199	0.000	0.000	0.000	0.000	0.200	0.000	0.102	0.286	0.000	0.750	0.333	0.053	0.125	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
2018-4-16	0.295	0.356	0.230	0.322	0.321	0.152	0.000	0.299	0.190	0.326	0.296	0.020	0.389	0.078	0.000	0.000	0.200	0.481	0.500	0.100	0.062	0.000	0.000	0.095	0.368	0.000	0.667	0.000	0.000	0.667	0.200	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
