Browser Chrome Vivaldi Chrome_Mobile_WebView SeaMonkey Epiphany Maxthon AppEngine-Google Firefox_Mobile Other Apple_Mail QQ_Browser Android Crosswalk BlackBerry_WebKit Mobile_Safari_UI/WKWebView Mobile_Safari Samsung_Internet Amazon_Silk Electron Facebook Sogou_Explorer Safari IE_Mobile Pale_Moon Netscape Chrome_Mobile_iOS Iceweasel QQ_Browser_Mobile Konqueror Nokia_Browser UC_Browser Opera HeadlessChrome Thunderbird Chrome_Mobile Dragon Edge_Mobile Opera_Mobile Puffin Edge Iron Avant IE MobileIron Mail.ru_Chromium_Browser Firefox Yandex_Browser Coc_Coc Seznam_prohle Opera_Neon Firefox_iOS ThunderBrowse Chromium QupZilla 
2017-11-21 82 0 0 1 0 0 0 0 0 0 0 0 0 0 0 12 10 1 0 0 0 11 0 0 0 0 0 0 0 0 0 5 0 0 13 0 0 0 0 5 0 0 1 0 0 14 0 0 0 0 0 0 0 0 
2017-11-22 2602 6 24 1 0 9 0 45 0 0 0 1 0 1 4 855 538 14 0 8 2 522 3 0 0 5 0 0 0 0 1 123 0 0 841 1 11 11 2 403 1 0 263 0 1 1276 8 5 0 0 0 0 8 1 
2017-11-23 2654 7 30 2 0 3 0 53 0 0 0 6 0 0 5 1231 679 17 0 5 2 523 5 0 0 4 0 0 0 0 0 112 0 0 878 0 18 9 1 504 0 0 358 0 0 1445 5 9 0 0 0 0 10 0 
2017-11-24 2588 5 33 4 0 6 0 95 1 0 1 16 1 1 5 2001 953 17 0 4 0 622 3 0 1 1 0 0 0 0 0 123 0 0 1287 0 18 13 0 622 2 0 453 1 0 1774 12 4 0 1 0 0 10 0 
2017-11-25 1775 3 33 2 0 3 0 95 0 0 0 11 0 0 4 1641 794 23 0 5 0 494 5 0 1 1 0 0 0 0 3 91 0 0 1086 0 15 20 0 455 1 0 254 0 0 1222 8 7 0 0 0 0 6 0 
2017-11-26 2059 5 71 1 0 4 0 146 1 0 0 13 0 0 3 2267 1112 21 0 2 1 584 6 2 0 3 0 0 0 0 2 114 0 0 1538 0 16 23 0 402 2 0 205 0 0 1597 8 9 1 0 1 0 5 0 
2017-11-27 3002 4 47 3 0 5 0 104 0 0 1 14 0 1 3 1888 855 15 0 1 1 662 7 0 1 6 0 0 0 0 1 165 0 1 1178 0 15 19 0 574 2 0 526 1 0 2074 8 3 0 0 0 0 11 0 
2017-11-28 2977 7 38 2 0 6 0 109 1 0 1 24 0 2 0 1730 837 6 0 2 0 617 11 0 0 7 0 0 0 0 1 126 0 1 1149 0 9 14 1 526 2 0 469 0 0 1920 13 4 0 0 0 0 10 0 
2017-11-29 2898 4 26 1 0 2 0 90 0 0 0 16 0 0 5 1364 583 5 0 0 0 533 5 0 1 6 0 0 0 1 0 118 0 0 892 0 9 12 2 470 2 0 410 0 0 1903 14 13 1 0 0 0 8 0 
2017-11-30 2881 12 43 3 0 10 0 113 0 0 0 20 0 1 4 1857 881 12 0 0 0 614 5 1 1 3 0 0 0 1 1 130 0 0 1249 0 19 22 0 515 3 0 408 0 0 1845 12 4 1 0 1 0 10 0 
2017-12-1 2747 10 51 3 0 8 0 148 2 0 0 20 0 1 4 2045 1022 17 0 0 0 550 4 0 0 3 0 0 0 0 2 149 0 0 1306 0 21 18 0 627 2 0 446 0 0 2136 8 6 1 0 0 0 12 0 
2017-12-2 1683 7 36 2 0 3 0 125 1 0 0 17 0 1 3 1731 842 14 0 0 0 376 7 0 0 3 0 0 0 0 0 117 0 0 1208 0 21 18 0 409 1 0 250 0 0 1374 7 5 1 0 1 0 3 0 
2017-12-3 1889 9 63 1 0 8 0 171 2 1 0 27 0 0 5 2593 1081 17 0 0 2 543 15 0 1 1 0 0 0 0 2 132 0 0 1575 0 18 27 0 498 5 0 326 0 0 1845 6 4 1 0 0 0 7 0 
2017-12-4 3038 5 48 1 0 10 0 146 0 0 0 24 0 2 5 1752 871 8 0 0 0 553 7 0 0 8 0 0 0 0 3 151 0 0 1207 0 14 24 1 580 6 0 525 0 0 2283 7 7 1 0 1 0 10 0 
2017-12-5 3471 10 64 3 0 5 0 197 1 0 0 39 0 1 3 2766 1225 18 1 1 1 684 17 1 0 4 0 0 0 0 2 172 0 0 1776 0 23 27 0 717 5 0 616 0 0 2741 12 6 0 0 2 0 9 0 
2017-12-6 2886 7 59 2 0 2 0 212 2 0 0 30 0 3 3 2541 1080 16 0 0 0 608 6 2 0 2 0 0 1 0 1 170 0 0 1583 1 17 18 2 562 4 0 486 0 2 2368 8 6 1 0 0 0 9 0 
2017-12-7 2009 5 52 6 0 3 0 155 1 0 0 27 0 0 6 1549 841 9 0 0 0 381 13 1 0 1 0 0 0 0 0 99 0 0 1182 0 20 16 0 354 4 0 295 0 0 1563 4 1 0 0 0 0 8 0 
2017-12-8 2521 12 61 3 0 4 0 195 1 0 0 30 1 3 5 2466 1252 14 0 2 0 494 11 1 0 2 0 0 0 0 5 168 0 2 1807 1 28 25 1 611 2 0 505 0 0 2409 8 3 0 0 1 0 8 0 
2017-12-9 1864 10 81 1 0 8 0 210 0 0 0 35 0 2 1 2785 1288 14 0 0 1 476 10 0 1 3 0 0 0 0 7 149 0 1 1840 1 22 26 1 547 3 0 320 0 0 2062 11 3 0 0 1 0 1 0 
2017-12-10 1672 6 59 5 0 4 0 194 2 0 1 23 0 2 7 2344 1151 14 0 1 0 424 11 1 0 3 0 0 0 0 4 166 0 3 1698 2 17 36 1 466 6 0 328 0 0 1904 12 4 0 0 0 0 5 0 
2017-12-11 3123 8 58 0 0 3 0 230 0 0 0 38 0 3 6 2386 1147 14 0 0 0 639 10 1 0 4 0 0 0 0 3 191 0 0 1710 1 17 31 1 649 7 0 705 0 0 2939 10 4 0 0 0 0 13 0 
2017-12-12 1954 4 50 3 0 2 0 133 0 0 0 21 1 0 2 1522 757 11 0 0 0 394 3 1 0 2 0 0 0 0 2 107 0 1 1227 0 7 23 1 325 3 0 307 0 0 1495 8 4 0 0 0 0 12 0 
2017-12-13 2389 9 40 2 0 2 0 151 1 0 0 29 0 1 3 1762 990 6 0 0 0 460 4 0 0 2 0 0 0 0 3 134 0 0 1385 1 13 30 0 397 3 0 405 0 0 1915 12 5 0 0 1 0 4 0 
2017-12-14 1339 3 30 0 0 0 0 122 0 0 0 16 0 1 1 971 587 5 0 0 0 213 3 0 0 0 0 1 0 0 1 62 0 1 980 1 6 19 0 188 1 0 164 0 0 948 6 3 0 0 3 0 7 0 
2017-12-15 694 1 20 0 0 0 0 37 1 0 0 10 0 0 1 610 271 2 0 0 0 127 4 0 0 1 0 0 0 0 1 47 0 0 426 0 7 7 0 130 2 0 73 0 0 585 1 0 0 0 0 0 3 0 
2017-12-16 1449 6 64 3 0 4 0 234 0 0 0 37 0 2 4 2336 1246 17 0 0 0 385 12 0 0 5 0 0 0 0 2 102 0 0 1882 2 13 42 0 389 7 0 236 0 0 1567 5 3 0 0 1 0 5 0 
2017-12-17 786 2 41 3 0 0 0 190 0 0 0 12 0 3 0 1134 605 9 0 0 0 203 4 3 0 0 0 0 0 0 0 50 0 0 1058 0 8 21 0 193 3 0 110 0 0 867 2 4 0 0 1 0 6 0 
2017-12-18 2175 5 45 3 0 2 0 192 1 0 0 20 0 1 5 1610 859 7 0 0 0 410 4 2 0 6 0 0 1 0 2 128 0 0 1406 0 12 27 1 388 2 0 441 0 0 1947 3 6 0 0 1 0 5 0 
2017-12-19 2542 6 60 4 0 3 0 206 1 0 0 33 0 1 7 2178 981 10 0 0 0 510 13 0 1 4 0 0 0 0 1 135 0 2 1686 1 17 33 0 467 4 0 480 0 0 2104 10 5 0 0 0 0 9 0 
2017-12-20 2858 6 72 5 0 2 0 203 0 0 0 21 0 3 11 2876 1178 23 0 0 0 691 13 0 0 6 0 0 0 0 0 194 0 1 1918 0 15 23 0 714 8 0 650 0 0 2628 4 2 0 0 1 0 12 0 
2017-12-21 2486 5 49 4 0 3 0 150 0 1 0 18 0 0 4 2413 984 14 0 0 0 572 7 1 1 3 0 1 0 0 1 141 0 0 1669 1 14 27 0 515 3 0 478 0 0 2020 7 4 0 0 1 0 8 0 
2017-12-22 2628 6 48 2 0 3 0 173 0 0 0 26 0 1 1 2951 1076 23 0 0 1 628 13 2 0 3 0 1 1 0 1 155 0 0 1758 1 24 22 1 635 6 0 477 0 0 2360 14 1 0 0 2 0 6 0 
2017-12-23 1393 6 38 3 0 3 0 83 0 0 0 14 0 0 6 1468 576 15 0 0 0 375 4 0 0 3 0 0 0 0 1 100 0 0 1003 0 7 13 0 386 3 0 236 0 0 1212 7 4 0 0 0 0 3 0 
2017-12-24 862 0 20 3 0 1 0 49 1 0 1 9 0 0 1 825 320 9 0 0 0 186 3 0 0 1 0 0 0 0 2 59 0 0 541 1 4 3 0 179 1 0 101 0 0 686 2 0 0 0 0 0 2 0 
2017-12-25 1043 0 23 0 0 6 0 66 1 0 0 11 0 0 4 1057 491 17 0 1 0 193 6 0 0 4 0 0 0 0 1 72 0 0 822 0 4 15 1 211 0 0 147 0 0 929 6 4 0 0 1 0 1 0 
2017-12-26 1819 8 62 3 0 3 0 199 2 0 0 24 0 2 6 2831 1144 21 0 0 0 413 9 0 0 5 0 0 1 0 3 132 1 0 1786 0 23 30 1 467 3 0 249 0 0 1884 5 7 0 0 1 0 8 0 
2017-12-27 1440 2 50 1 0 1 0 139 0 0 0 27 0 0 0 1716 702 16 0 2 0 279 7 0 0 4 0 0 0 0 1 75 0 1 1156 1 9 18 1 277 1 0 232 0 0 1351 8 2 0 0 1 0 4 0 
2017-12-28 2540 6 53 2 0 3 0 127 2 0 0 21 0 2 9 2972 974 20 0 0 0 663 7 0 0 6 0 0 0 0 2 190 0 1 1579 2 13 25 0 652 3 1 507 0 0 3024 8 6 0 0 2 0 7 0 
2017-12-29 2071 18 69 4 0 1 0 139 0 0 0 31 0 1 9 2530 1129 17 0 0 0 482 8 0 0 5 0 0 0 0 1 153 0 2 1726 1 16 36 2 540 4 0 353 0 0 2398 7 4 1 1 0 0 7 0 
2017-12-30 1287 3 28 1 1 0 0 87 0 0 0 16 0 0 4 1233 634 9 0 0 0 320 6 2 0 3 0 0 0 0 0 105 0 0 944 0 6 18 0 308 4 0 148 0 0 1517 2 4 0 0 1 0 2 0 
2017-12-31 969 5 32 1 0 4 0 90 0 0 0 9 0 1 4 1255 616 8 0 0 0 236 2 0 0 8 0 0 0 0 0 71 0 0 1011 2 9 16 0 271 1 0 126 0 0 1372 3 1 0 0 0 0 2 0 
2018-1-1 39 0 1 0 0 0 0 0 0 0 0 1 0 0 0 20 15 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 10 0 0 2 0 0 49 0 0 0 0 0 0 0 0 
2018-1-2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2018-1-6 1220 4 26 2 0 1 0 66 1 0 0 8 0 0 3 874 403 7 0 0 1 244 4 0 0 4 0 0 0 0 0 86 0 0 735 1 3 11 1 270 5 0 127 0 1 1551 5 4 0 0 1 0 3 0 
2018-1-7 1215 2 18 1 0 2 0 53 0 0 0 9 0 1 0 1092 400 7 0 0 1 309 2 0 0 5 0 0 1 0 1 74 0 0 676 1 7 5 0 217 2 0 129 0 0 1558 3 3 0 0 2 0 5 0 
2018-1-8 2214 4 16 2 0 1 0 44 0 0 1 7 0 0 4 673 303 5 0 0 1 362 3 0 0 5 0 0 0 0 1 85 1 1 504 0 6 4 1 270 2 0 225 0 0 1929 5 1 0 0 0 0 6 0 
2018-1-9 2807 8 48 0 0 5 0 156 0 0 0 19 0 1 3 1916 819 23 0 3 1 573 8 0 0 5 0 0 0 0 1 132 1 2 1241 1 10 13 0 513 6 0 458 0 1 2806 6 6 0 0 0 0 5 0 
2018-1-10 2411 5 36 1 0 3 0 135 1 1 0 24 0 0 3 1713 769 17 0 2 1 456 2 0 0 4 0 0 0 0 2 120 0 1 1185 1 6 14 0 436 2 0 348 0 0 2227 7 3 0 0 0 1 12 0 
2018-1-11 3058 11 57 2 0 7 0 196 2 0 0 28 1 2 2 2652 1052 19 0 2 0 550 7 0 0 5 0 1 0 0 2 162 0 1 1720 1 18 27 0 610 6 0 591 1 0 3028 12 3 0 0 2 0 8 1 
2018-1-12 2446 4 49 4 0 3 0 181 1 0 0 28 0 0 6 2396 940 17 0 0 0 477 7 0 0 6 0 0 0 0 3 147 1 0 1551 1 17 19 3 599 2 0 455 0 0 2610 9 4 0 0 0 0 7 1 
2018-1-13 1981 4 89 3 0 3 0 204 2 0 0 35 0 1 4 3139 1258 18 0 1 0 461 13 1 0 5 0 1 0 0 4 155 0 0 2127 1 22 35 0 603 3 0 388 0 0 2576 12 4 0 0 0 0 6 0 
2018-1-14 1486 9 62 3 0 0 0 157 1 0 0 37 0 1 2 2083 1006 15 0 0 0 347 9 0 0 7 0 0 1 0 2 117 0 1 1608 0 11 30 3 442 5 0 244 0 0 1816 9 1 0 0 1 0 4 0 
2018-1-15 1599 6 28 6 0 1 0 137 0 0 0 24 0 4 2 1495 693 8 0 2 0 300 5 0 0 2 0 0 0 0 4 96 0 0 1137 0 8 22 1 269 5 0 344 0 0 1651 4 2 0 0 1 0 3 0 
2018-1-16 2742 5 56 4 0 2 0 183 2 0 2 35 0 2 4 2866 1066 9 0 0 1 573 8 3 0 7 0 0 0 0 1 124 0 0 1659 0 13 22 1 553 2 0 436 0 0 2533 13 5 0 0 2 0 6 0 
2018-1-17 2667 2 43 1 0 3 0 147 0 0 0 22 0 0 4 2423 977 18 0 1 0 497 8 1 0 5 0 0 0 0 1 128 0 1 1518 0 9 27 2 576 3 0 445 0 0 2877 9 2 0 0 2 0 5 0 
2018-1-18 2449 4 54 0 0 3 0 158 0 0 0 30 1 1 2 2110 939 11 0 1 0 417 13 1 0 7 0 1 0 0 0 129 0 0 1532 0 12 26 2 462 3 0 331 0 0 2230 10 4 0 0 0 0 8 0 
2018-1-19 2889 4 42 0 0 1 0 148 0 0 1 36 0 1 5 2705 945 14 0 0 1 519 7 1 1 6 0 0 0 0 0 150 0 0 1629 1 8 19 0 619 4 0 488 0 0 2699 5 8 0 0 1 0 6 0 
2018-1-20 1924 4 61 2 0 4 0 197 0 0 0 23 0 3 4 2993 1099 17 0 1 0 426 7 0 0 9 0 0 0 0 0 132 0 1 1829 1 15 21 0 543 2 0 316 0 0 2602 5 3 0 1 3 0 4 0 
2018-1-21 1723 3 44 0 0 2 0 194 0 0 0 34 0 3 4 3130 1152 21 0 3 0 438 9 0 0 6 1 0 0 0 0 130 0 0 1864 1 22 27 0 512 3 0 277 0 0 2453 3 6 0 0 2 0 2 0 
2018-1-22 2275 2 45 4 0 0 0 153 0 0 0 25 0 1 5 1805 886 7 0 2 0 401 8 0 0 12 0 0 0 0 0 119 0 0 1447 0 10 19 1 398 3 0 342 0 0 2024 6 7 0 0 1 0 6 0 
2018-1-23 2583 8 54 2 0 2 0 150 0 0 2 26 0 1 2 2546 1043 14 0 1 0 429 14 0 0 2 0 0 0 0 2 135 0 0 1747 0 17 31 1 493 3 0 355 0 0 2352 8 1 0 0 0 0 5 0 
2018-1-24 2071 7 27 2 0 0 0 58 0 0 1 12 0 1 4 897 431 4 0 0 1 295 7 0 0 4 0 0 0 0 2 69 0 0 809 1 5 13 0 248 2 0 210 0 0 1429 9 4 0 0 0 0 7 0 
2018-1-25 2229 7 29 3 0 3 0 120 0 0 0 20 0 1 5 1406 607 15 0 0 0 355 6 0 0 2 0 0 1 0 0 133 0 0 1066 0 7 14 2 411 4 0 234 0 0 1499 8 3 0 1 1 0 4 0 
2018-1-26 2549 4 43 2 0 2 0 131 0 0 0 41 0 0 3 2790 889 21 0 0 1 495 10 1 0 5 0 0 0 0 3 147 0 0 1465 0 11 13 0 591 4 0 462 0 0 2144 8 5 0 0 0 0 6 1 
2018-1-27 1681 2 27 0 0 1 0 104 2 0 0 17 0 2 5 1996 682 10 0 2 0 369 7 1 0 4 0 0 0 0 1 124 0 1 1113 0 10 15 0 491 1 0 295 0 0 1509 6 1 0 0 1 0 2 0 
2018-1-28 1579 4 19 1 0 3 0 104 0 0 0 11 0 1 2 1453 470 9 0 2 0 334 7 0 0 1 1 0 0 0 3 115 0 0 880 0 13 7 1 396 2 0 253 0 0 1306 5 3 0 0 0 0 2 1 
2018-1-29 2447 5 13 1 0 4 0 56 0 0 0 11 0 1 5 1015 344 6 0 3 0 399 7 0 0 4 0 0 0 0 0 106 0 0 598 0 1 4 1 313 4 0 305 0 0 1377 4 1 0 0 0 0 4 0 
2018-1-30 2870 5 37 0 0 2 0 129 1 0 0 24 0 0 8 2478 734 17 0 1 1 512 10 0 0 4 0 0 0 0 1 122 0 0 1219 1 13 9 4 510 2 0 409 0 0 1865 5 0 0 0 0 0 10 0 
2018-1-31 2630 1 33 2 0 4 0 131 1 0 0 29 0 3 10 2529 657 23 0 0 0 481 16 0 0 5 0 0 0 0 4 138 0 0 1111 0 8 11 3 511 1 0 424 0 0 1771 5 3 0 0 2 0 5 0 
2018-2-1 2372 9 26 3 0 5 0 121 1 0 0 19 0 2 3 2158 592 14 0 1 0 433 7 0 0 7 0 0 0 0 3 107 0 0 986 0 16 10 0 420 0 0 285 0 0 1496 6 0 0 0 1 0 4 0 
2018-2-2 2019 6 24 2 0 3 0 121 0 0 0 23 0 0 2 1917 532 12 0 1 1 345 12 0 0 5 0 0 0 0 3 91 0 0 907 1 7 9 2 296 1 0 210 1 0 1127 3 0 1 0 1 0 5 0 
2018-2-3 1638 7 19 2 0 1 0 121 1 0 0 23 0 1 4 2637 691 16 0 1 0 372 14 0 0 3 0 0 0 0 6 98 0 0 1122 0 13 17 1 441 2 0 244 0 0 1405 2 2 0 0 1 0 4 0 
2018-2-4 1698 2 32 1 0 4 0 128 1 0 0 17 0 0 3 2718 701 22 0 0 1 395 5 1 0 8 0 0 0 0 3 113 0 0 1202 1 15 11 1 474 2 0 235 0 0 1382 7 3 0 0 0 0 1 0 
2018-2-5 2002 7 18 1 0 2 0 77 1 0 0 13 0 0 4 1298 434 12 0 1 0 338 8 0 0 9 0 0 0 0 1 106 0 0 723 0 11 12 1 254 1 0 220 0 0 1028 2 2 0 0 0 0 3 0 
2018-2-6 2005 5 8 2 0 0 0 78 0 0 1 13 0 0 0 1165 400 7 0 1 0 336 3 0 0 4 0 0 0 0 3 87 0 0 653 1 4 5 0 263 2 0 159 0 0 962 7 1 0 0 1 0 3 0 
2018-2-7 1996 6 11 2 0 0 0 77 0 0 0 14 0 1 1 1301 420 9 0 0 0 306 4 0 0 5 0 0 0 0 0 83 0 0 636 1 12 4 0 224 2 0 144 0 0 935 6 3 0 0 0 0 5 0 
2018-2-8 2070 5 15 3 0 2 0 72 0 0 0 13 0 0 1 1456 361 18 0 1 0 331 4 0 0 5 0 0 0 0 2 83 0 0 636 0 4 8 0 280 3 0 169 0 0 974 7 3 0 0 0 0 7 0 
2018-2-9 2157 5 23 1 0 3 0 94 2 0 1 18 0 0 2 2069 537 11 0 1 0 424 4 1 0 2 0 0 0 0 1 106 0 0 863 0 12 10 1 355 2 0 243 0 0 1239 8 5 0 0 0 0 2 0 
2018-2-10 1394 8 28 1 0 3 0 122 0 0 0 17 0 0 5 2305 549 11 0 0 0 315 11 0 0 3 0 0 0 0 1 87 0 0 932 0 16 8 0 311 2 0 167 0 0 970 6 1 0 0 0 0 3 0 
2018-2-11 1308 6 15 1 0 1 0 77 1 0 0 14 1 0 3 1621 477 23 0 0 0 299 4 0 0 5 0 0 0 0 1 84 0 0 762 2 7 4 0 313 2 0 152 1 0 863 9 2 0 1 1 0 4 0 
2018-2-12 1789 5 12 2 0 3 0 63 0 0 0 16 0 0 3 987 317 8 0 0 0 242 2 0 1 4 0 0 0 0 2 72 0 0 597 1 2 6 0 200 1 0 129 0 0 794 6 2 1 0 1 0 1 0 
2018-2-13 2038 6 20 3 0 1 0 56 0 0 0 15 0 0 4 1267 407 19 0 0 0 350 10 0 0 3 0 0 0 0 1 87 0 0 673 0 7 9 0 281 2 0 162 1 0 986 4 2 0 0 3 0 1 0 
2018-2-14 1692 2 11 0 0 2 0 70 0 0 0 15 0 1 1 1015 338 3 0 0 0 271 1 0 0 2 0 0 0 0 1 64 0 0 576 2 8 2 0 200 0 0 130 0 0 761 4 2 0 0 0 0 5 0 
2018-2-15 1901 5 14 2 0 1 0 69 0 0 0 14 0 0 0 1184 358 4 0 0 0 301 6 0 0 1 0 0 0 0 1 74 0 0 544 0 4 2 0 220 1 0 117 0 0 812 6 1 0 0 0 0 4 0 
2018-2-16 1690 4 12 1 0 2 0 59 0 0 1 10 0 0 1 997 333 5 0 0 0 205 3 0 0 3 0 0 0 0 1 75 0 0 534 0 3 5 0 233 1 0 105 0 0 705 6 1 0 0 0 0 6 0 
2018-2-17 995 5 20 0 0 1 0 58 0 0 0 17 1 0 2 1388 410 5 0 0 0 207 10 0 0 3 0 0 0 0 1 74 0 0 711 2 3 13 0 201 2 0 101 1 1 594 4 3 0 0 1 0 4 1 
2018-2-18 891 2 18 1 0 0 0 62 0 0 0 8 0 3 2 809 315 4 0 0 0 173 6 0 0 3 0 0 0 0 2 52 0 0 539 0 2 9 0 122 0 0 51 0 0 469 7 2 0 0 0 0 1 0 
2018-2-19 1615 4 12 0 0 1 0 47 0 0 0 8 0 0 2 631 303 6 0 0 0 238 3 0 0 4 0 0 0 0 3 69 0 0 487 0 5 7 1 165 3 0 118 1 0 689 6 1 0 0 0 0 3 0 
2018-2-20 1714 3 10 2 0 3 0 38 0 0 0 9 0 0 2 827 300 9 0 0 0 250 3 0 0 4 0 0 0 0 3 63 0 0 498 2 2 1 0 158 2 0 78 0 0 704 4 3 0 0 0 0 5 0 
2018-2-21 3039 4 40 1 0 2 0 124 1 0 0 0 0 0 2 2938 822 25 0 0 0 445 0 0 0 2 0 0 0 0 4 136 0 0 1097 0 0 1 1 553 4 0 0 0 0 2018 6 4 0 0 0 0 8 0 
2018-2-22 2962 6 31 3 0 2 0 154 1 0 0 1 0 0 4 3089 757 19 0 0 0 527 0 1 0 9 0 0 0 0 2 120 0 0 1029 0 0 1 1 506 6 0 0 1 0 1838 7 5 0 0 1 0 10 0 
2018-2-23 2712 8 40 2 0 0 0 130 0 0 0 0 0 0 4 2700 879 27 0 0 0 457 0 0 0 7 0 0 0 0 1 127 0 0 1148 1 0 4 0 533 5 0 0 0 0 1826 9 4 0 0 2 0 8 0 
2018-2-24 1786 5 34 4 0 2 0 118 0 0 0 1 0 0 3 3061 793 22 0 0 0 401 0 0 0 6 0 0 0 0 5 128 0 0 1029 1 0 2 0 424 1 0 0 1 0 1415 6 5 0 0 1 0 3 1 
2018-2-25 1736 6 32 2 0 3 0 129 1 0 0 0 0 0 5 3624 762 23 0 1 0 499 0 0 1 8 0 0 0 0 0 127 0 0 1024 1 0 2 0 475 2 0 0 0 0 1540 8 3 0 0 2 0 6 0 
2018-2-26 3063 7 22 1 0 0 0 97 0 0 0 0 0 0 0 2521 662 21 0 0 0 515 0 0 0 7 0 0 0 0 5 119 0 0 806 2 0 1 0 497 5 0 0 0 0 1772 8 5 0 0 2 0 7 0 
2018-2-27 2958 7 29 1 0 1 0 99 0 0 2 0 0 0 5 2667 714 11 0 2 1 455 0 0 0 7 0 1 0 0 4 115 0 0 1025 1 0 1 2 442 5 0 0 0 0 1680 8 7 1 0 1 0 4 0 
2018-2-28 2997 3 24 2 0 2 0 107 0 0 0 0 0 0 3 2731 719 14 0 0 1 542 0 0 0 1 0 0 0 0 3 112 0 0 939 1 0 3 1 492 1 0 0 0 1 1735 7 10 0 0 0 0 9 0 
2018-3-1 2755 5 23 2 0 2 0 87 0 0 1 1 0 0 4 2419 694 16 0 0 0 487 0 0 0 5 0 0 0 0 2 110 0 0 897 0 0 1 1 487 1 0 0 0 0 1519 6 9 0 0 1 0 6 0 
2018-3-2 2455 7 22 0 0 1 0 87 0 0 0 0 0 0 2 2245 583 9 0 1 1 421 0 0 0 9 0 0 0 0 2 90 0 0 822 2 0 1 3 444 0 0 0 1 1 1445 9 3 0 0 0 0 4 0 
2018-3-3 1804 4 29 2 0 1 0 85 0 0 0 0 0 0 2 3031 782 20 0 1 0 369 0 2 0 7 0 0 0 0 2 111 0 0 1040 0 0 1 0 425 2 0 0 0 2 1230 10 8 0 0 1 0 5 0 
2018-3-4 1693 4 46 2 0 2 0 105 1 0 0 0 0 0 6 3251 855 15 0 0 0 402 0 0 0 3 0 0 0 0 2 111 0 0 1078 0 0 0 0 428 3 0 0 1 0 1280 4 10 0 0 0 0 6 0 
2018-3-5 2828 4 41 4 0 0 0 97 0 0 0 0 0 0 3 2286 635 15 0 0 0 457 0 1 0 8 0 0 0 0 3 124 0 0 850 0 0 2 1 403 1 0 0 1 0 1521 8 7 0 0 0 0 8 0 
2018-3-6 2784 2 32 0 0 2 0 78 0 0 0 0 0 0 1 1999 613 16 0 0 0 449 0 0 0 5 0 0 0 0 4 125 1 0 828 0 0 1 0 432 2 0 0 0 0 1439 3 8 0 0 1 0 7 0 
2018-3-7 2742 5 26 2 0 1 0 80 0 0 0 0 0 0 3 1870 537 16 0 1 0 395 0 0 0 3 0 0 0 0 0 113 0 0 762 1 0 2 0 411 1 0 0 1 0 1379 4 7 0 0 1 0 8 0 
2018-3-8 2592 5 22 1 0 2 0 80 0 0 0 0 0 0 2 1898 476 13 0 0 0 425 0 1 0 5 0 0 0 0 0 99 0 0 637 1 0 1 0 347 2 0 0 0 1 1260 3 9 0 0 0 0 6 0 
2018-3-9 2475 7 21 1 0 4 0 64 0 0 0 0 0 0 3 1688 469 11 0 0 1 344 0 0 0 4 0 0 0 0 1 100 0 1 716 0 0 2 1 343 2 0 0 0 0 1147 6 8 0 0 1 0 6 1 
2018-3-10 1516 3 23 2 0 1 0 83 0 0 0 0 0 0 3 1943 540 19 0 1 0 278 0 0 0 7 0 0 0 0 1 90 0 0 761 0 0 1 0 319 1 0 0 0 0 956 4 7 0 0 3 0 2 0 
2018-3-11 1718 4 28 4 0 2 0 90 1 0 0 0 0 0 4 2436 619 13 0 1 0 389 0 0 0 3 0 1 0 0 0 137 0 0 924 0 0 2 1 453 2 0 0 0 0 1240 10 9 0 0 2 0 5 0 
2018-3-12 2500 6 26 0 0 1 0 94 0 0 0 0 0 0 2 2218 515 15 0 0 0 385 0 0 0 5 0 0 0 0 0 90 0 0 792 0 0 1 1 333 1 0 0 0 0 1261 2 3 1 0 0 0 6 0 
2018-3-13 2599 3 15 1 0 2 0 67 0 0 0 0 0 0 3 1919 442 8 0 0 0 398 0 0 0 5 0 0 0 0 2 97 0 0 668 0 0 2 0 316 2 0 0 0 0 1193 4 5 0 2 2 0 5 0 
2018-3-14 2746 7 22 2 0 2 0 64 0 0 0 0 0 0 2 1674 460 13 0 1 0 380 0 0 0 5 0 0 0 0 2 112 0 1 767 0 0 1 1 368 1 0 0 0 1 1251 10 9 0 0 0 0 6 0 
